Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Kidney Beans muthia,165,6,21,"Salty, Astringent","Kidney Beans, Olive Oil, Cumin, Salt",Total 25 M,Cook Kidney Beans. Mash lightly. Mix with Olive Oil and Cumin. Shape into muthia. Steam. Serve warm.,"High fiber and protein, helps regulate blood sugar.",4,1
lentil salad bowl,150,6,19,"Salty, Astringent","Lentil, Olive Oil, Cumin, Salt",Total 25 M,Cook Lentils. Mix with Olive Oil and Cumin. Add salt to taste. Chill or serve warm. Garnish with herbs.,"Protein-rich, low GI, supports diabetes-friendly diet.",4.5,1
black rice upma - maharashtrian style,155,6,20,"Salty, Astringent","Black Rice, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Black Rice. Heat Olive Oil, add Cumin. Mix rice with spices. Simmer. Serve warm.","High fiber, antioxidant-rich, stabilizes blood sugar.",3.5,1
Wheat pancake,160,6,21,"Salty, Astringent","Wheat, Olive Oil, Cumin, Salt",Total 20 M,Mix Wheat. Prepare pancake batter with Olive Oil and Salt. Cook on non-stick pan. Serve warm. Optionally garnish with herbs.,"Low GI, protein and fiber-rich, diabetes-friendly.",5,1
horse gram salad,150,6,19,"Salty, Astringent","Horse Gram, Olive Oil, Cumin, Salt",Total 25 M,Cook Horse Gram. Mix with Olive Oil and Cumin. Adjust salt. Chill or serve warm. Garnish with coriander.,"Protein-rich, aids in glucose regulation.",8,1
okra salad bowl,155,6,20,"Salty, Astringent","Okra, Olive Oil, Cumin, Salt",Total 25 M,"Chop Okra. Heat Olive Oil, add Cumin. Cook Okra. Adjust salt. Serve warm.","High fiber, low GI, diabetes-friendly.",6,1
kodo millet pulao - hyderabadi style,160,6,21,"Salty, Astringent","Kodo Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Kodo Millet. Heat Olive Oil, add Cumin. Mix Millet with spices. Simmer. Serve warm.","Low GI, protein-rich, stabilizes blood sugar.",2,1
dalia pulao - keralite style,165,6,21,"Salty, Astringent","Dalia, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Dalia. Heat Olive Oil, add Cumin. Mix Dalia with spices. Simmer. Serve warm.","High fiber, low GI, supports diabetes-friendly diet.",2,1
bajra paratha,150,6,19,"Salty, Astringent","Bajra, Olive Oil, Cumin, Salt",Total 20 M,Mix Bajra flour. Roll into Paratha. Cook on pan with Olive Oil. Serve warm.,"Fiber and protein-rich, helps maintain blood sugar.",4,1
ivy gourd kebab,155,6,20,"Salty, Astringent","Ivy Gourd, Olive Oil, Cumin, Salt",Total 25 M,Chop Ivy Gourd. Mix with Olive Oil and Cumin. Form kebabs. Bake. Serve warm.,"Low GI, high fiber, stabilizes glucose levels.",3,2
brinjal salad,160,6,21,"Salty, Astringent","Brinjal, Olive Oil, Cumin, Salt",Total 25 M,"Chop Brinjal. Heat Olive Oil, add Cumin. Stir-fry Brinjal. Adjust salt. Serve warm.","Fiber-rich, low GI, diabetes-friendly.",6,1
kodo millet dosa - rajasthani style,155,6,20,"Salty, Astringent","Kodo Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Kodo Millet. Heat Olive Oil, add Cumin. Mix and simmer. Garnish with coriander. Serve warm.","Low GI, high protein, supports blood sugar control.",7,1
jowar khichdi - chettinad style,150,6,19,"Salty, Astringent","Jowar, Olive Oil, Cumin, Salt",Total 25 M,"Cook Jowar. Heat Olive Oil, add Cumin. Mix and simmer. Garnish with coriander. Serve warm.","High fiber, low GI, diabetes-friendly.",10,1
masoor dal baked bites,155,6,20,"Salty, Astringent","Masoor Dal, Olive Oil, Cumin, Salt",Total 25 M,Cook Masoor Dal. Mix with Olive Oil and Cumin. Simmer. Adjust salt. Serve warm.,"Protein-rich, fiber-rich, helps maintain glucose levels.",9,1
little millet bowl,160,6,21,"Salty, Astringent","Millet, Olive Oil, Cumin, Salt",Total 25 M,"Cook Millet. Heat Olive Oil, add Cumin. Mix Millet. Simmer. Serve warm.","Low GI, high fiber, diabetes-friendly.",7,1
lentil with snake gourd,165,6,21,"Salty, Astringent","Lentil, Snake Gourd, Olive Oil, Cumin, Salt",Total 30 M,"Cook Lentils. Chop Snake Gourd. Heat Olive Oil, add Cumin. Mix and simmer. Serve warm.","Fiber and protein-rich, stabilizes blood sugar.",3,1
black rice pongal - bengali style,150,6,19,"Salty, Astringent","Black Rice, Olive Oil, Cumin, Salt",Total 30 M,"Cook Black Rice. Heat Olive Oil, add Cumin. Mix rice with spices. Simmer. Serve warm.","Antioxidant-rich, fiber-heavy, diabetes-friendly.",2,1
black rice pops,155,6,20,"Salty, Astringent","Black Rice, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,Cook Black Rice. Mash lightly. Add Olive Oil and Cumin. Shape into small pops. Serve warm.,"High fiber, low GI, stabilizes blood sugar.",5,2
barley upma - hyderabadi style,160,6,21,"Salty, Astringent","Barley, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Barley. Heat Olive Oil, add Cumin. Mix and simmer. Serve warm.","Rich in fiber, protein-rich, diabetes-friendly.",5,2
amaranth dosa,155,6,20,"Salty, Astringent","Amaranth, Olive Oil, Cumin, Salt",Total 25 M,Roast Amaranth. Mix with Olive Oil and Cumin. Heat. Garnish with coriander. Serve warm.,"High protein, low GI, supports blood sugar control.",2.5,1
Wheat khichdi - konkani style,150,6,19,"Salty, Astringent","Wheat, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Wheat. Heat Olive Oil, add Cumin. Mix Wheat with spices. Simmer. Serve warm.","Fiber and protein-rich, stabilizes glucose levels.",2.5,1
brown rice wrap,155,6,20,"Salty, Astringent","Brown Rice, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,Cook Brown Rice. Mix with Olive Oil and Cumin. Heat. Garnish with herbs. Serve warm.,"Low GI, fiber-rich, diabetes-friendly.",3,1
ragi muthia,160,6,21,"Salty, Astringent","Ragi, Olive Oil, Cumin, Salt",Total 25 M,Mix Ragi flour. Shape into muthia. Steam. Heat lightly with Olive Oil. Serve warm.,"High calcium, fiber-rich, controls blood sugar.",6,3–4
masoor dal porridge,165,6,21,"Salty, Astringent","Masoor Dal, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Chop Bitter Gourd. Heat Olive Oil, add Cumin. Cook Bitter Gourd. Adjust salt. Serve warm.","Protein-rich, low GI, diabetes-friendly.",7,2
bitter gourd baked bites,150,6,19,"Salty, Bitter","Bitter Gourd, Olive Oil, Cumin, Salt",Total 25 M,"Cook Foxtail Millet. Heat Olive Oil, add Cumin. Mix Millet with spices. Simmer. Serve warm.","Bitter flavor aids digestion, controls glucose levels.",5,2
foxtail millet pulao - hyderabadi style,155,6,20,"Salty, Astringent","Foxtail Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Buckwheat. Heat Olive Oil, add Cumin. Mix and simmer. Garnish with herbs. Serve warm.","Low GI, high fiber, protein-rich, diabetes-friendly.",6,2
buckwheat sprout bowl,160,6,21,"Salty, Astringent","Buckwheat, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,Soak Buckwheat. Grind into batter. Steam as idli. Serve warm. Garnish with herbs.,"Fiber and protein-rich, stabilizes blood sugar.",1.5,2
buckwheat stew,155,6,20,"Salty, Astringent","Buckwheat, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Chop Bottle Gourd. Cook Green Gram. Heat Olive Oil, add Cumin. Mix all. Simmer. Serve warm.","High fiber, low GI, diabetes-friendly.",2,3–4
Wheat pongal - chettinad style,150,6,19,"Salty, Astringent","Wheat, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Chop Carrot. Heat Olive Oil, add Cumin. Mash lightly. Simmer. Serve warm.","High fiber, protein-rich, supports glucose control.",2,2
moong dal balls,155,6,20,"Salty, Astringent","Moong Dal, Olive Oil, Cumin, Salt",Total 25 M,"Chop Radish. Heat Olive Oil, add Cumin. Mix and cook. Serve warm. Garnish with herbs.","High protein, low GI, diabetes-friendly.",1.5,2
sattu dosa - chettinad style,160,6,21,"Salty, Astringent","Sattu, Olive Oil, Cumin, Salt",Total 25 M,"Grate Radish. Mix with Chickpea Flour, Cumin, Salt. Form batter. Cook on non-stick pan. Serve warm.","Protein-rich, stabilizes blood sugar, low GI.",2,2
buckwheat pongal - keralite style,165,6,21,"Salty, Astringent","Buckwheat, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,Mix Sattu batter. Pour on non-stick pan. Cook both sides. Serve warm. Garnish with herbs.,"Fiber and protein-rich, diabetes-friendly.",2,3
bottle gourd and green gram curry,150,6,19,"Salty, Astringent","Bottle Gourd, Green Gram, Olive Oil, Cumin, Salt",Total 30 M,Cook Buckwheat. Mix with Olive Oil and Cumin. Simmer. Serve warm. Garnish with coriander.,"High protein, fiber-rich, supports glucose control.",3,3
foxtail millet pongal - south indian,155,6,20,"Salty, Astringent","Foxtail Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Foxtail Millet. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix Millet and simmer. Serve warm.","Low GI, high fiber, diabetes-friendly.",3.5,2
barley stuffed pepper,160,6,21,"Salty, Astringent","Barley, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Barley. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Garnish with herbs. Serve warm.","Fiber and protein-rich, stabilizes blood sugar.",3.5,3
carrot mash,155,6,20,"Salty, Astringent","Carrot, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Chop Carrot. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mash lightly and simmer. Serve warm.","Fiber-rich, low GI, diabetes-friendly.",4,2
radish wrap,150,6,19,"Salty, Astringent","Radish, Olive Oil, Cumin, Salt",Total 25 M,"Chop Radish. Heat Olive Oil, add Cumin and Salt. Mix and cook. Garnish with herbs. Serve warm.","High fiber, regulates blood sugar, aids digestion.",4,1
radish chilla,155,6,20,"Salty, Astringent","Radish, Chickpea Flour, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Grate Radish. Mix with Chickpea Flour, Olive Oil, Cumin, Salt, and Turmeric. Form batter and cook on a non-stick pan. Serve warm.","Fiber-rich, low GI, good for controlling blood sugar.",4,1
millet khichdi - konkani style,160,6,21,"Salty, Astringent","Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Millet. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Adjust salt. Serve warm.","High fiber, protein-rich, stabilizes glucose levels.",4.5,1
buckwheat idli - konkani style,165,6,21,"Salty, Astringent","Buckwheat, Olive Oil, Cumin, Salt",Total 25 M,"Soak Buckwheat. Grind into batter. Steam as idli. Heat lightly with Olive Oil, Cumin, and Salt. Garnish with herbs. Serve warm.","Gluten-free, high protein, diabetes-friendly.",4.5,1
black rice pongal - assamese style,150,6,19,"Salty, Astringent","Black Rice, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Black Rice. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix with rice and simmer. Serve warm.","High fiber, stabilizes blood sugar, low GI.",4,1
cabbage upma,155,6,20,"Salty, Astringent","Cabbage, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Chop Cabbage. Heat Olive Oil, add Cumin, Salt, and Turmeric. Stir-fry and cook. Serve warm.","Low calorie, high fiber, good for diabetes management.",4,1
brinjal stir-fry,160,6,21,"Salty, Bitter","Brinjal, Olive Oil, Mustard Seeds, Salt, Turmeric",Total 25 M,"Chop Brinjal. Heat Olive Oil, add Mustard Seeds, Salt, and Turmeric. Cook and serve warm.","Bitter taste helps regulate blood sugar, fiber-rich.",4,1
masoor dal bowl,155,6,20,"Salty, Astringent","Masoor Dal, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Masoor Dal. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Serve warm.","Protein-rich, low GI, stabilizes glucose levels.",4.5,1
horse gram sabzi,150,6,19,"Salty, Astringent","Horse Gram, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Horse Gram. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Serve warm.","High protein, fiber-rich, supports blood sugar control.",4,1
ash gourd and black bean curry,155,6,20,"Salty, Bitter","Ash Gourd, Black Bean, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Chop Ash Gourd and Black Bean. Heat Olive Oil, add Cumin, Salt, and Turmeric. Cook and serve warm.","Low GI, fiber-rich, stabilizes blood sugar.",4,1
ridge gourd and Peas curry,160,6,21,"Salty, Bitter","Ridge Gourd, Peas, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Chop Ridge Gourd and Peas. Heat Olive Oil, add Cumin and Salt. Cook and serve warm.","Fiber-rich, low GI, aids in diabetes management.",3.5,1
sorghum pongal - bengali style,165,6,21,"Salty, Astringent","Sorghum, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Sorghum. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Serve warm.","High fiber, low GI, protein-rich, diabetes-friendly.",3.5,1
Kidney Beans with beetroot,155,6,20,"Salty, Astringent","Kidney Beans, Beetroot, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Kidney Beans and Beetroot. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix all and simmer. Serve warm.","High protein and fiber, helps control blood sugar.",3.5,1
ash gourd grill,150,5,19,"Salty, Bitter","Ash Gourd, Olive Oil, Cumin, Salt",Total 25 M,"Chop Ash Gourd. Heat Olive Oil, add Cumin and Salt. Cook and serve warm.","Bitter taste aids digestion, stabilizes glucose.",2.5,1
brinjal and toor dal curry,160,6,21,"Salty, Bitter","Brinjal, Toor Dal, Olive Oil, Cumin, Salt",Total 30 M,"Chop Brinjal and cook Toor Dal. Heat Olive Oil, add Cumin and Salt. Mix all and simmer. Serve warm.","High protein, fiber-rich, diabetes-friendly.",2.5,1
mushroom and black bean curry,150,6,19,"Salty, Astringent","Mushroom, Black Bean, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Chop Mushroom and Black Bean. Heat Olive Oil, add Cumin, Salt, and Turmeric. Cook and serve warm.","Protein-rich, low GI, stabilizes blood sugar.",5,1
lentil sandwich,155,6,20,"Salty, Astringent","Lentil, Olive Oil, Cumin, Salt",Total 25 M,"Cook Lentils. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Garnish and serve warm.","High protein, fiber-rich, diabetes-friendly.",12,1
carrot and chickpea curry,160,6,21,"Salty, Astringent","Carrot, Chickpea, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Chop Carrot and cook Chickpea. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix all and simmer. Serve warm.","Rich in fiber and protein, controls blood sugar.",6,1
little millet dosa - south indian,150,6,19,"Salty, Astringent","Millet, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Millet. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Garnish and serve warm.","Low GI, high fiber, diabetes-friendly.",6,1
buckwheat khichdi - bihari style,155,6,20,"Salty, Astringent","Buckwheat, Olive Oil, Cumin, Salt",Total 25 M,"Cook Buckwheat. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Garnish and serve warm.","Gluten-free, protein-rich, stabilizes glucose levels.",8,1
broccoli sorghum bowl,165,6,21,"Salty, Astringent","Broccoli, Sorghum, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Chop Broccoli and cook Sorghum. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Adjust salt. Serve warm.","Fiber-rich, protein-packed, stabilizes blood sugar.",10,1
buckwheat khichdi - gujarati style,155,6,20,"Salty, Astringent","Buckwheat, Lentils, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Buckwheat and Lentils. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Adjust salt. Serve warm.","Protein-rich, gluten-free, low GI.",3.5,1
sorghum pulao - bihari style,160,6,21,"Salty, Astringent","Sorghum, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Grind Amaranth into batter. Heat pan with Olive Oil, Cumin, Salt, and Turmeric. Cook batter into dosa. Serve warm.","High fiber, stabilizes glucose levels.",4,1
amaranth dosa - bihari style,155,6,20,"Salty, Astringent","Amaranth, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Ragi. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Serve warm.","Gluten-free, protein-rich breakfast option.",7,1
ragi pulao,160,6,21,"Salty, Astringent","Ragi, Olive Oil, Cumin, Salt",Total 25 M,"Cook Pumpkin and mix with Ragi flour. Heat Olive Oil, add Cumin and Salt. Cook mixture and serve warm.","High fiber, calcium-rich, stabilizes blood sugar.",4,1
pumpkin ragi bowl,150,5,19,"Salty, Astringent","Pumpkin, Ragi, Olive Oil, Cumin, Salt",Total 30 M,"Chop Bottle Gourd and mix with Amaranth. Heat Olive Oil, add Cumin, Salt, and Turmeric. Cook and serve warm.","Low GI, fiber-rich, good for diabetes control.",3,2
bottle gourd amaranth bowl,155,6,20,"Salty, Astringent","Bottle Gourd, Amaranth, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Moong Dal. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Serve warm.","High protein and fiber, low-calorie meal.",3,3
moong dal salad,160,6,21,"Salty, Astringent","Moong Dal, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Black Rice. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Serve warm.","Protein-rich, low GI, healthy salad option.",12,1
foxtail millet pulao - goan style,150,6,19,"Salty, Astringent","Foxtail Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Brown Rice. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Serve warm.","High fiber, stabilizes blood sugar, low GI.",3,1
black rice dosa - punjabi style,155,6,20,"Salty, Astringent","Black Rice, Olive Oil, Cumin, Salt",Total 25 M,"Cook Pearl Millet. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix and simmer. Serve warm.","Low GI, rich in antioxidants, protein-rich.",3.5,1
brown rice pongal - south indian,160,6,21,"Salty, Astringent","Brown Rice, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Chop Snake Gourd. Heat Olive Oil, add Cumin, Salt, and Turmeric. Cook and serve warm.","Fiber-rich, stabilizes blood sugar, low GI.",6,1
pearl millet khichdi - bengali style,155,6,20,"Salty, Astringent","Pearl Millet, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Wheat. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Serve warm.","Protein-rich, high fiber, diabetes-friendly.",5,1
snake gourd sabzi,150,6,19,"Salty, Bitter","Snake Gourd, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Soak Millet. Steam as idli. Heat lightly with Olive Oil, Cumin, and Salt. Serve warm.","Bitter taste helps digestion, stabilizes blood sugar.",7,1
Wheat pulao - bengali style,155,6,20,"Salty, Astringent","Wheat, Olive Oil, Cumin, Salt",Total 30 M,"Cook Kidney Beans. Heat Olive Oil, add Cumin and Salt. Mix with Fenugreek Leaves and simmer. Serve warm.","Fiber-rich, protein-rich, low GI.",12,1
little millet idli - keralite style,160,6,21,"Salty, Astringent","Millet, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,Knead Black Gram into dough. Roll into roti. Heat pan and cook. Serve warm. Optional: drizzle Olive Oil.,"Gluten-free, protein-rich breakfast.",15,1
Kidney Beans with fenugreek leaves,165,6,21,"Salty, Astringent","Kidney Beans, Fenugreek Leaves, Olive Oil, Cumin, Salt",Total 30 M,"Cook Quinoa. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix with cooked Quinoa and simmer. Serve warm.","High protein and fiber, stabilizes blood sugar.",4,1
sorghum upma - chettinad style,155,6,20,"Salty, Astringent","Sorghum, Olive Oil, Cumin, Salt, Turmeric",Total 30 M,"Cook Bajra. Chop Fenugreek Leaves. Heat Olive Oil, add Cumin and Salt. Mix with Bajra and simmer. Serve warm.","High fiber, low GI, stabilizes blood sugar.",7,1
black gram roti,160,6,21,"Salty, Astringent","Black Gram, Olive Oil, Cumin, Salt",Total 25 M,"Cook Black Bean. Chop Moringa Leaves. Heat Olive Oil, add Cumin and Salt. Mix and simmer. Serve warm.","Protein-rich, gluten-free, diabetes-friendly.",6,1
quinoa kebab,150,6,19,"Salty, Astringent","Quinoa, Olive Oil, Cumin, Salt, Turmeric",Total 25 M,"Cook Quinoa. Heat Olive Oil, add Cumin, Salt, and Turmeric. Mix with cooked Quinoa and simmer. Serve warm.","Gluten-free, high protein, stabilizes blood sugar.",8,1
fenugreek leaves bajra bowl,155,6,20,"Salty, Bitter","Fenugreek Leaves, Bajra, Olive Oil, Salt, Cumin",Total 30 M,"Cook Bajra. Chop Fenugreek Leaves. Heat Olive Oil, add Cumin and Salt. Mix with Bajra and simmer. Serve warm.","Bitter taste aids digestion, high fiber.",7,1
