Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instruction,Description,Fat,No_serving,
Horse Gram Pakora,180,4,2,"Salty, Astringent","Horse Gram, Gram Flour, Rice Flour, Red Chili Powder, Salt, Olive Oil",Total: 25 mins,Whisk gram and rice flours with salt and red chili powder; fold in cooked horse gram; fry spoonfuls in hot oil.,"Horse gram pakora delivers beta-carotene and lutein, promoting eye health.",3,1,
Horse Gram Cutlet,25,6,3,"Salty, Spicy","Horse Gram, Boiled Potato, Carrot, Onion, Bread Crumbs, Salt, Olive Oil",Total: 25 mins,"Bind cooked horse gram with mashed potato, carrot, onion, crumbs, and salt; shape and shallow?fry until golden.","Horse gram cutlet provides lutein and vitamin A, supporting macular health.",5,1,
Horse Gram Tikki,120,3,2,"Salty, Spicy","Horse Gram, Boiled Potato, Onion, Green Chili, Bread Crumbs, Salt, Olive Oil",Total: 25 mins,"Mix mashed potato with cooked horse gram, onion, green chili, crumbs, and salt; form tikkis and pan?sear.","Horse gram tikki delivers beta-carotene and lutein, supporting retinal function.",6,1,
Horse Gram Kebab,49,2,5,"Salty, Spicy","Horse Gram, Minced Vegetables, Green Chili, Ginger, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total: 10 mins,"Combine cooked horse gram with minced vegetables, green chili, ginger, and the spice powders; shape on skewers and sear in oil.","Horse gram kebab provides lutein and vitamin A, promoting eye health.",7,1,
,,,,,,,,,,,
Horse Gram Grilled,250,3,2,"Salty, Spicy","Horse Gram, Green Chili, Salt, Olive Oil",Total: 10 mins,"Toss cooked horse gram with slit green chili, salt, and oil; grill quickly on high heat.","Horse gram grilled provides lutein and vitamin A, promoting eye health.",4,1,
Horse Gram Baked,70,3,1,"Salty, Spicy","Horse Gram, Salt, Olive Oil",Total: 25 mins,Toss cooked horse gram with salt and oil; bake until lightly crisped.,"Horse gram baked delivers beta-carotene and lutein, supporting macular function.",5,1,
Horse Gram Roast,85,3,4,"Salty, Spicy","Horse Gram, Salt, Black Pepper, Olive Oil",Total: 25 mins,Roast cooked horse gram in hot oil with salt and crushed black pepper until fragrant.,"Horse gram roast provides lutein and vitamin A, promoting retinal health.",6,1,
Horse Gram Stuffed Paratha,109,3,3,"Salty, Spicy","Horse Gram, Wheat Flour, Grated Carrot, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total: 25 mins,"Stuff wheat dough with cooked horse gram, grated carrot, and the listed spice powders; roll and cook with oil.","Horse gram stuffed paratha delivers beta-carotene and lutein, supporting eye health.",5,1,
Horse Gram Sandwich,150,4,2,"Salty, Spicy","Horse Gram, Wheat Bread, Boiled Horse Gram, Salad Leaves, Mustard Oil",Total: 25 mins,Spread boiled horse gram with salad leaves and a drizzle of mustard oil in bread; press?toast lightly.,"Horse gram sandwich provides lutein and vitamin A, promoting macular function.",4,1,
Horse Gram Salad,200,3,1,"Salty, Spicy","Horse Gram, Lettuce, Carrot, Cucumber, Olive Oil, Lemon Juice, Salt",Total: 25 mins,"Toss cooked horse gram with lettuce, carrot, cucumber, olive oil, lemon juice, and salt; chill.","Horse gram salad delivers beta-carotene and lutein, supporting retinal health.",3,2,
Horse Gram Smoothie,50,4,3,"Salty, Spicy","Horse Gram, Banana, Milk, Honey",Total: 25 mins,"Blend cooked horse gram with banana, milk, and honey until smooth; chill.","Horse gram smoothie provides lutein and vitamin A, promoting eye health.",5,2,
Horse Gram Milkshake,100,2,2,"Salty, Spicy","Horse Gram, Milk, Banana, Sugar",Total: 25 mins,"Blend cooked horse gram with milk, banana, and sugar until frothy; serve cold.","Horse gram milkshake delivers beta-carotene and lutein, supporting macular function.",4,2,
Horse Gram Chutney,150,4,4,"Salty, Spicy","Horse Gram, Coconut, Green Chili, Salt, Lemon Juice",Total: 25 mins,"Grind coconut, green chili, lemon juice, and salt; fold in lightly crushed cooked horse gram.","Horse gram chutney provides lutein and vitamin A, promoting retinal health.",5,1,
Horse Gram Sundal,40,3,6,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Coconut, Curry Leaves, Mustard Oil, Salt",Total: 25 mins,"Temper mustard oil with curry leaves; toss boiled horse gram, grated coconut, and salt; warm through.","Horse gram sundal delivers beta-carotene and lutein, supporting eye health.",6,1,
Horse Gram Kofta,120,4,2,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Onion, Tomato, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total: 25 mins,"Sauté onion and tomato in oil; add spice powders, salt, and cooked horse gram; simmer to coat; shape koftas and pan?sear if desired.","Horse gram kofta provides lutein and vitamin A, promoting macular function.",5,1,
Horse Gram Kadhi,180,2,2,"Salty, Spicy","Horse Gram, Yogurt, Gram Flour, Tamarind, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Mustard Oil",Total in 25 Min,"Whisk yogurt with gram flour, tamarind, turmeric, red chili, coriander, cumin, garam masala, and salt; simmer and fold in cooked horse gram.","Horse gram kadhi delivers beta-carotene and lutein, supporting retinal health.",4,1,
Horse Gram Pongal,100,3,1,"Salty, Spicy","Horse Gram, Rice, Moong Dal, Turmeric, Salt",Total in 25 Min,Pressure?cook rice and moong dal with turmeric and salt; fold in cooked horse gram and a spoon of ghee.,"Horse gram pongal provides lutein and vitamin A, promoting eye health.",3,1,
Horse Gram Uttapam,150,3,3,"Salty, Spicy","Horse Gram, Rice, Urad Dal, Green Chili, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Olive Oil",Total in 25 Min,Ladle thick fermented batter; top with cooked horse gram and green chili; cook uttapam both sides with a touch of oil.,"Horse gram uttapam delivers beta-carotene and lutein, supporting macular function.",5,1,
Horse Gram Handvo,200,3,2,"Salty, Spicy","Horse Gram, Rice Flour, Gram Flour, Vegetables, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Mix rice flour, gram flour, chopped vegetables, the spice powders, and salt; fold in cooked horse gram; pan?bake until set.","Horse gram handvo provides lutein and vitamin A, promoting retinal health.",4,1,
Horse Gram Dhokla,180,6,1,"Salty, Spicy","Horse Gram, Gram Flour, Semolina, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Olive Oil",Total in 25 Min,"Whisk gram flour, semolina, yogurt, the spice powders, salt; fold in cooked horse gram; steam and brush with oil.","Horse gram dhokla delivers beta-carotene and lutein, supporting eye health.",5,1,
Horse Gram Usili,150,6,3,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Coconut, Green Chili, Mustard Oil, Salt",Total in 25 Min,"Toss boiled horse gram with coconut, green chili, curry leaves, mustard oil, and salt; warm as a dry crumble.","Horse gram usili provides lutein and vitamin A, promoting macular function.",6,1,
Horse Gram Adai,120,6,2,"Salty, Spicy","Horse Gram, Horse Gram Flour, Onion, Green Chili, Curry Leaves, Olive Oil",Total in 25 Min,"Blend horse gram flour with onion, green chili, curry leaves, salt, and water; cook adai on a hot oiled tawa.","Horse gram adai delivers beta-carotene and lutein, supporting retinal health.",5,1,
Horse Gram Puttu,180,6,1,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Rice Flour, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Olive Oil",Total in 25 Min,"Layer damp rice flour with cooked horse gram, turmeric, red chili, coriander, cumin, garam masala, and salt; steam; finish with oil.","Horse gram puttu provides lutein and vitamin A, promoting eye health.",4,1,
Horse Gram Pesarattu,150,6,3,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Green Chili, Ginger, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Grind boiled horse gram with green chili, ginger, spice powders, and salt; spread thin on a hot oiled tawa; cook both sides.","Horse gram pesarattu delivers beta-carotene and lutein, supporting macular function.",5,1,
Horse Gram Pulao with Greens,200,6,2,"Salty, Spicy","Horse Gram, Rice, Vegetables, Green Chili, Olive Oil, Salt",Total in 25 Min,"Sauté vegetables and green chili in olive oil; add rice, cooked horse gram, salt, and water; cook fluffy.","Horse gram pulao with greens provides lutein and vitamin A, promoting retinal health.",6,1,
Horse Gram Steamed,250,6,1,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Salt",Total in 25 Min,Steam soaked horse gram until just tender; sprinkle salt and serve.,"Steamed horse gram delivers beta-carotene and lutein, supporting eye health.",4,1,
Horse Gram Pan-fried,60,6,3,"Salty, Spicy","Horse Gram, Boiled Horse Gram, Green Chili, Olive Oil",Total in 25 Min,Pan?sear boiled horse gram with slit green chili in olive oil; salt to taste.,"Pan-fried horse gram provides lutein and vitamin A, promoting macular function.",5,1,
Horse Gram Stir Fry,90,6,2,"Salty, Spicy","Horse Gram, Green Chili, Garlic, Curry Leaves, Olive Oil, Salt",Total in 25 Min,"Stir?fry garlic and curry leaves in olive oil; toss in horse gram, green chili, and salt for 1 minute.","Horse Gram Stir Fry provides beta-carotene and lutein, supporting retinal health.",6,1,
Horse Gram Smoked,100,4,1,"Salty, Spicy","Horse Gram, Paprika, Olive Oil, Salt",Total in 25 Min,"Toss cooked horse gram with olive oil, salt, and paprika; smoke or roast briefly.","Smoked Horse Gram delivers lutein and vitamin A, promoting macular function.",3,1,
Horse Gram Marinated,80,6,3,"Salty, Astringent","Horse Gram, Yogurt, Lemon Juice, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Marinate cooked horse gram in yogurt, lemon juice, the spice powders, and salt; chill 15 minutes.","Marinated Horse Gram provides beta-carotene and lutein, supporting retinal health.",4,1,
Horse Gram Stuffed,70,4,2,"Salty, Astringent","Horse Gram, Wheat Flour, Grated Vegetables, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,Stuff wheat dough with cooked horse gram and grated vegetables with the spice powders; roll and cook with oil.,"Stuffed Horse Gram delivers lutein and vitamin A, promoting eye health.",5,1,
Horse Gram Rolls,150,6,1,"Salty, Astringent","Horse Gram, Rice Paper, Boiled Horse Gram, Vegetables, Olive Oil",Total in 25 Min,Soften rice paper; fill with boiled horse gram and vegetables; brush oil and roll tight.,"Horse Gram Rolls provide beta-carotene and lutein, supporting retinal function.",4,1,
Horse Gram Balls,200,4,3,"Salty, Astringent","Horse Gram, Boiled Horse Gram, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Chickpea Flour, Olive Oil",Total in 25 Min,"Bind boiled horse gram with chickpea flour, the spice powders, and salt; form balls and shallow?fry.","Horse Gram Balls deliver lutein and vitamin A, promoting macular health.",5,1,
Horse Gram Crisps,180,6,30,"Salty, Astringent","Horse Gram, Thinly Sliced, Salt, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,Toss very thin horse?gram slices with salt and the spice powders; mist oil and bake low until crisp.,"Horse Gram Crisps provide beta-carotene and lutein, supporting retinal health.",3,1,
Horse Gram Chips,150,4,28,"Salty, Astringent","Horse Gram, Salt, Olive Oil",Total in 25 Min,Dry cooked horse gram well; toss with oil and salt; air?fry or oven?dry to chips.,"Horse Gram Chips deliver lutein and vitamin A, promoting eye health.",6,1,
Horse Gram Raita with Greens,160,6,32,"Salty, Astringent","Horse Gram, Yogurt, Cucumber, Mint, Salt",Total in 25 Min,"Whisk yogurt with salt; fold in cooled cooked horse gram, diced cucumber, chopped mint; chill.","Horse Gram Raita with Greens provides beta-carotene and lutein, supporting retinal function.",5,1,
Rajma Curry,80,6,30,"Salty, Astringent","Rajma
Onion
Tomato
Ginger
Garlic
Green Chili
Cumin Seeds
Bay Leaf
Turmeric Powder
Red Chili Powder
Coriander Powder
Garam Masala
Cumin Powder
Salt
Oil
Coriander Leaves",Total in 25 Min,"Soak, boil, and salt rajma until tender; in oil crackle cumin and bay, sauté onion, ginger, garlic, and green chili; add tomato, turmeric, red chili, coriander, garam masala, cumin powder, and salt; cook to a glossy masala, then simmer rajma in it with water to a thick curry and finish with coriander leaves.","Rajma Curry provides lutein, beta-carotene, and vitamin A, supporting macular health.",6,1,
Rajma Fry,150,6,35,"Salty, Astringent","Rajma, Onion, Tomato, Green Chili, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Boil rajma until tender; heat olive oil, sauté onion, tomato, and green chili with turmeric, red chili, coriander, cumin, and garam masala; add rajma, salt, and stir?fry until coated and glossy.","Rajma Fry delivers beta-carotene and lutein, promoting retinal health.",5,1,
Rajma Masala,120,6,28,"Salty, Astringent","Rajma, Tomato, Onion, Garlic, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Sauté onion and garlic in olive oil, add tomato and the spice powders, cook to a thick masala, stir in boiled rajma, salt, splash water, and simmer 5?7 minutes.","Rajma Masala provides lutein and vitamin A, supporting macular function.",3,1,
Rajma Stew,180,6,25,"Salty, Astringent","Rajma, Carrot, Beans, Onion, Tomato, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Sauté carrot, beans, onion, and tomato in olive oil with the spice powders; add boiled rajma, salt, water to cover, and simmer to a light stew.","Rajma Stew delivers beta-carotene and lutein, supporting retinal health.",4,1,
Rajma Soup,120,6,12,"Salty, Astringent","Rajma, Beans, Carrot, Onion, Tomato, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 25 Min,"Sweat beans, carrot, onion, and tomato in a little oil with the spice powders; add boiled rajma, water, salt, simmer 8?10 minutes, and blend partially for soup.","Rajma Soup provides lutein and vitamin A, promoting eye health.",5,1,
Rajma Rasam,50,6,30,"Salty, Astringent","Rajma 
Tamarind
Tomato
Garlic
Ginger
Green Chili
Curry Leaves
Coriander Leaves
Turmeric Powder
Black Pepper Powder
Mustard Seeds
Cumin Seeds
Dry Red Chili
Oil 
Salt",Total in 25 Min,"Boil tamarind water with tomato, turmeric, black pepper, and salt; temper oil with mustard, cumin, dry red chili, garlic, ginger, curry leaves; add rajma and simmer briefly, garnish with coriander.","Rajma Rasam delivers beta-carotene and lutein, supporting retinal function.",4,1,
Rajma Raita,60,4,18,"Salty, Astringent","Rajma, Yogurt, Cucumber,Salt",Total in 25 Min,"Whisk yogurt with salt, fold in cooled boiled rajma and fine?diced cucumber, and chill.","Rajma Raita provides lutein and vitamin A, promoting macular health.",5,1?2,
Rajma Poriyal,100,6,25,"Salty, Astringent","Rajma, Onion, Tomato,  Olive Oil",Total in 25 Min,Sauté onion and tomato in olive oil with a pinch of salt; add boiled rajma and toss on high 1?2 minutes.,"Rajma Poriyal delivers beta-carotene and lutein, supporting retinal health.",3,1?2,
Rajma Thoran,150,6,12,"Salty, Astringent","Rajma, Beans, Coconut, Curry Leaves, Mustard Oil, Salt",Total in 25 Min,"Heat mustard oil, splutter curry leaves; add beans, grated coconut, salt, and boiled rajma; toss just to coat.","Rajma Thoran with Coconut provides lutein, beta-carotene, and healthy fats for eye health.",4,1,
Rajma Thoran with Coconut,30,6,15,"Salty, Astringent","Rajma, Beans, Coconut, Onion, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Heat olive oil, add onion and beans, then coconut, turmeric, red chili, coriander, cumin, garam masala; fold in rajma and salt, and toss 1 minute.","Rajma Thoran with Coconut provides lutein, beta-carotene, and healthy fats, promoting macular health.",5,1,
Rajma Pickle,250,6,20,"Salty, Spicy","Rajma, Salt, Chili Powder, Vinegar, Olive Oil",Total in 25 Min,"Mix boiled rajma with salt, chili powder, vinegar, and olive oil; bottle and rest 1 hour before serving.","Rajma Pickle provides beta-carotene and lutein, supporting retinal function.",6,1,
Rajma Biryani,200,6,22,"Salty, Spicy","Rajma, Rice, Beans, Onion, Tomato, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Mustard Oil",Total in 25 Min,"Fry whole spices in mustard oil with onion and tomato; add washed rice, spice powders, salt, and boiled rajma; add water and dum?steam to biryani.","Rajma Biryani delivers lutein, beta-carotene, and vitamin A, promoting retinal health.",4,1,
