Food Name,Calories,Protein_g,Carbohydrates_g,taste,prep_time,Instructions,Description,Fat,Ingredients,No_serving
Pumpkin Seed And White Rice Dumpling (steamed) (herb-Crunch),120,4,29,Astringent,Total in 30 M,Steam White Rice and Pumpkin Seeds. Mix with Carrot and Spinach. Shape into dumplings and serve warm.,"Dumplings provide fiber and antioxidants, supporting heart health and lowering cholesterol.",7,"White Rice, Pumpkin Seeds, Carrot, Spinach, Olive Oil",1
Pumpkin Seed And White Rice Khichdi (no-Salt-Added),120,4,30,Bitter,Total in 30 M,Cook White Rice and Pumpkin Seeds with Carrot and Green Peas. Add Sunflower Oil and mix well. Serve hot as Khichdi.,"This khichdi is rich in soluble fiber and plant protein, promoting cholesterol management.",7,"White Rice, Pumpkin Seeds, Carrot, Green Peas, Sunflower Oil",2
Pumpkin Seed And White Rice Salad (sprouted),120,4,31,Spicy,Total in 30 M,Sprout White Rice and Pumpkin Seeds. Mix with Carrot and Spinach. Add Lemon and Sunflower Oil. Serve as a fresh salad.,"Sprouted ingredients enhance fiber content and antioxidants, supporting heart health.",6,"White Rice, Pumpkin Seeds, Carrot, Spinach, Lemon, Sunflower Oil",1
Pumpkin Seed And White Rice Soup (fenugreek-Seasoned),120,4,32,Astringent,Total in 30 M,Cook White Rice and Pumpkin Seeds. Saut? Spinach and Fenugreek Leaves in Olive Oil. Mix with cooked rice and serve as soup.,Fenugreek leaves and pumpkin seeds are excellent for lowering cholesterol and improving heart health.,7,"White Rice, Pumpkin Seeds, Spinach, Fenugreek Leaves, Olive Oil",1
Pumpkin Seed And White Rice Tikka (grilled) (peppery),120,4,28,Spicy,Total in 30 M,Cook White Rice and Pumpkin Seeds. Skewer with Carrot and Green Beans and grill until golden. Sprinkle Black Pepper. Serve hot.,"Grilled pumpkin seed and White Rice tikka is rich in protein and fiber, helping manage cholesterol levels.",8,"White Rice, Pumpkin Seeds, Carrot, Green Beans, Black Pepper, Olive Oil",1
Pumpkin Seed And White Rice Tikka (grilled) (pulao-Style),120,4,29,Astringent,Total in 30 M,Cook White Rice and Pumpkin Seeds. Mix with Carrot and Peas. Add Olive Oil and Lemon. Grill until slightly crisp. Serve warm.,"This tikka provides fiber and antioxidants, promoting healthy cholesterol levels.",7,"White Rice, Pumpkin Seeds, Carrot, Green Peas, Olive Oil, Lemon",1
Quinoa And Banana Stem Bowl (curry-Leaf),120,4,30,Spicy,Total in 30 M,Cook Quinoa and Pumpkin Seeds. Saut? Banana Stem and Curry Leaves in Olive Oil. Mix with cooked quinoa and serve hot.,"Quinoa and banana stem bowl is rich in fiber and plant protein, supporting heart health and lowering cholesterol.",7,"Quinoa, Pumpkin Seeds, Banana Stem, Curry Leaves, Olive Oil",1
Quinoa And Banana Stem Bowl (pulao-Style),120,4,31,Astringent,Total in 30 M,Cook Quinoa and Pumpkin Seeds. Mix with grated Carrot and Peas. Serve as a wholesome pulao.,"Quinoa and banana stem provide fiber and antioxidants, aiding in cholesterol management.",6,"Quinoa, Pumpkin Seeds, Banana Stem, Carrot, Green Peas, Olive Oil",1
Quinoa And Banana Stem Bowl (sprouted),120,4,32,Spicy,Total in 30 M,Sprout Quinoa and Pumpkin Seeds overnight. Mix with chopped Carrot and Green Beans. Steam and serve warm.,"Quinoa enhances nutrient absorption and fiber, supporting heart health and cholesterol reduction.",7,"Quinoa, Pumpkin Seeds, Carrot, Green Beans, Olive Oil",1
Quinoa And Broccoli Bowl (curry-Leaf),120,4,28,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Broccoli. Sauté Curry Leaves and Garlic in Olive Oil. Add roasted Pumpkin Seeds and mix into quinoa. Season with Black Pepper and Lemon. Serve hot.,Quinoa and broccoli are rich in fiber and antioxidants that help reduce LDL cholesterol and promote heart health.,7,"Quinoa, Broccoli, Curry Leaves, Garlic, Pumpkin Seeds, Olive Oil, Black Pepper, Lemon",1
Quinoa And Broccoli Bowl (Lemon-Dressed),120,4,29,Sour,Total in 30 M,Cook Quinoa and mix with steamed Broccoli. Drizzle Olive Oil and Lemon. Add roasted Pumpkin Seeds and a pinch of Salt. Garnish with Coriander Leaves. Serve warm.,Lemon-dressed quinoa bowl supports digestion and contains soluble fiber to lower cholesterol.,6,"Quinoa, Broccoli, Lemon, Olive Oil, Pumpkin Seeds, Coriander Leaves, Salt",1
Quinoa And Capsicum Bowl (fenugreek-Seasoned),120,4,30,"Bitter, Spicy",Total in 30 M,Cook Quinoa and mix with sautéed Capsicum. Roast Fenugreek Seeds in Olive Oil and mix into quinoa. Add roasted Pumpkin Seeds and season with Black Pepper. Serve hot.,Fenugreek seeds and pumpkin seeds are effective in reducing cholesterol and improving heart health.,7,"Quinoa, Capsicum, Fenugreek Seeds, Olive Oil, Pumpkin Seeds, Black Pepper",1
Quinoa And Capsicum Bowl (ginger-Garlic),120,4,31,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Capsicum. Sauté Ginger and Garlic in Sunflower Oil. Add roasted Pumpkin Seeds and mix well. Serve warm with Coriander Leaves.,Ginger and garlic add antioxidants and support cholesterol reduction in this fiber-rich bowl.,7,"Quinoa, Capsicum, Ginger, Garlic, Sunflower Oil, Pumpkin Seeds, Coriander Leaves",1
Quinoa And Capsicum Bowl (seed-Mix),120,4,32,Astringent,Total in 30 M,Cook Quinoa and mix with roasted Capsicum. Sprinkle Pumpkin Seeds and Sunflower Oil. Add Cumin Seeds and Lemon. Serve hot.,"This seed-mix bowl is high in soluble fiber and plant protein, supporting heart health and cholesterol control.",6,"Quinoa, Capsicum, Pumpkin Seeds, Sunflower Oil, Cumin Seeds, Lemon",1
Quinoa And Chayote Bowl (cumin-Roasted),120,4,25,Spicy,Total in 30 M,Roast Chayote and Pumpkin Seeds. Cook Quinoa and mix with roasted Chayote. Add Cumin Seeds and Sunflower Oil. Mix well and serve hot with Coriander Leaves.,"Chayote and pumpkin seeds improve fiber intake, aiding in lowering LDL cholesterol naturally.",7,"Quinoa, Chayote, Pumpkin Seeds, Cumin Seeds, Sunflower Oil, Coriander Leaves",1
Quinoa And Chayote Bowl (fenugreek-Seasoned),120,4,26,Bitter,Total in 30 M,Cook Quinoa and mix with chopped Chayote. Sauté Fenugreek Seeds in Olive Oil and add to quinoa. Add Pumpkin Seeds and mix well. Serve warm.,Fenugreek seeds support cholesterol reduction and improve heart health in this fiber-rich quinoa bowl.,7,"Quinoa, Chayote, Fenugreek Seeds, Olive Oil, Pumpkin Seeds",1
Quinoa And Chayote Bowl (herbed),120,4,27,Astringent,Total in 30 M,"Cook Quinoa and mix with chopped Chayote. Add Olive Oil, roasted Pumpkin Seeds, and a pinch of Salt. Serve hot.",Simple chayote and quinoa bowl with pumpkin seeds provides fiber to help reduce cholesterol.,6,"Quinoa, Chayote, Olive Oil, Pumpkin Seeds, Salt",1
Quinoa And Chayote Bowl (pulao-Style),120,4,28,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Chayote. Sauté Coriander Leaves and Garlic in Sunflower Oil. Add roasted Pumpkin Seeds and mix well. Serve warm.,Garlic and pumpkin seeds in quinoa enhance heart health and help manage cholesterol.,7,"Quinoa, Chayote, Coriander Leaves, Garlic, Sunflower Oil, Pumpkin Seeds",1
Quinoa And Kale Bowl (curry-Leaf),120,4,29,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Kale. Sauté Curry Leaves in Olive Oil and add to quinoa. Mix with roasted Pumpkin Seeds and season with Black Pepper. Serve hot.,"Kale and pumpkin seeds are rich in fiber and antioxidants, promoting heart health and reducing cholesterol.",7,"Quinoa, Kale, Curry Leaves, Olive Oil, Pumpkin Seeds, Black Pepper",1
Quinoa And Kale Bowl (fenugreek-Seasoned),120,4,30,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Broccoli. Sauté Curry Leaves and Garlic in Olive Oil. Add roasted Pumpkin Seeds and mix into quinoa. Season with Black Pepper and Lemon. Serve hot.,Quinoa and broccoli are rich in fiber and antioxidants that help reduce LDL cholesterol and promote heart health.,7,"Quinoa, Broccoli, Curry Leaves, Garlic, Pumpkin Seeds, Olive Oil, Black Pepper, Lemon",1
Quinoa And Kale Bowl (ginger-Garlic),120,4,31,Sour,Total in 30 M,Cook Quinoa and mix with steamed Broccoli. Drizzle Olive Oil and Lemon. Add roasted Pumpkin Seeds and a pinch of Salt. Garnish with Coriander Leaves. Serve warm.,Lemon-dressed quinoa bowl supports digestion and contains soluble fiber to lower cholesterol.,6,"Quinoa, Broccoli, Lemon, Olive Oil, Pumpkin Seeds, Coriander Leaves, Salt",1
Quinoa And Kale Bowl (herb-Crunch),120,4,32,"Bitter, Spicy",Total in 30 M,Cook Quinoa and mix with sautéed Capsicum. Roast Fenugreek Seeds in Olive Oil and mix into quinoa. Add roasted Pumpkin Seeds and season with Black Pepper. Serve hot.,Fenugreek seeds and pumpkin seeds are effective in reducing cholesterol and improving heart health.,7,"Quinoa, Capsicum, Fenugreek Seeds, Olive Oil, Pumpkin Seeds, Black Pepper",1
Quinoa And Mushroom Bowl (turmeric-Ginger),120,4,28,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Capsicum. Sauté Ginger and Garlic in Sunflower Oil. Add roasted Pumpkin Seeds and mix well. Serve warm with Coriander Leaves.,Ginger and garlic add antioxidants and support cholesterol reduction in this fiber-rich bowl.,7,"Quinoa, Capsicum, Ginger, Garlic, Sunflower Oil, Pumpkin Seeds, Coriander Leaves",1
Quinoa And Pumpkin Bowl (coriander-Mint),110,4,29,Astringent,Total in 30 M,Cook Quinoa and mix with roasted Capsicum. Sprinkle Pumpkin Seeds and Sunflower Oil. Add Cumin Seeds and Lemon. Serve hot.,"This seed-mix bowl is high in soluble fiber and plant protein, supporting heart health and cholesterol control.",6,"Quinoa, Capsicum, Pumpkin Seeds, Sunflower Oil, Cumin Seeds, Lemon",2
Quinoa And Pumpkin Bowl (ginger-Garlic),115,4,30,Spicy,Total in 30 M,Roast Chayote and Pumpkin Seeds. Cook Quinoa and mix with roasted Chayote. Add Cumin Seeds and Sunflower Oil. Mix well and serve hot with Coriander Leaves.,"Chayote and pumpkin seeds improve fiber intake, aiding in lowering LDL cholesterol naturally.",7,"Quinoa, Chayote, Pumpkin Seeds, Cumin Seeds, Sunflower Oil, Coriander Leaves",2
Quinoa And Radish Bowl (fermented),90,4,31,Bitter,Total in 30 M,Cook Quinoa and mix with chopped Chayote. Sauté Fenugreek Seeds in Olive Oil and add to quinoa. Add Pumpkin Seeds and mix well. Serve warm.,Fenugreek seeds support cholesterol reduction and improve heart health in this fiber-rich quinoa bowl.,7,"Quinoa, Chayote, Fenugreek Seeds, Olive Oil, Pumpkin Seeds",1
Quinoa And Radish Bowl (seed-Mix),95,4,32,Astringent,Total in 30 M,"Cook Quinoa and mix with chopped Chayote. Add Olive Oil, roasted Pumpkin Seeds, and a pinch of Salt. Serve hot.",Simple chayote and quinoa bowl with pumpkin seeds provides fiber to help reduce cholesterol.,6,"Quinoa, Chayote, Olive Oil, Pumpkin Seeds, Salt",1
Quinoa And Radish Bowl (sprouted),100,6,28,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Chayote. Sauté Coriander Leaves and Garlic in Sunflower Oil. Add roasted Pumpkin Seeds and mix well. Serve warm.,Garlic and pumpkin seeds in quinoa enhance heart health and help manage cholesterol.,7,"Quinoa, Chayote, Coriander Leaves, Garlic, Sunflower Oil, Pumpkin Seeds",1
Quinoa And Radish Bowl (turmeric-Ginger),90,4.5,29,Spicy,Total in 30 M,Cook Quinoa and mix with chopped Kale. Sauté Curry Leaves in Olive Oil and add to quinoa. Mix with roasted Pumpkin Seeds and season with Black Pepper. Serve hot.,"Kale and pumpkin seeds are rich in fiber and antioxidants, promoting heart health and reducing cholesterol.",7,"Quinoa, Kale, Curry Leaves, Olive Oil, Pumpkin Seeds, Black Pepper",1
Quinoa And Raw Banana Bowl (coriander-Mint),95,4.5,30,Sour,Total in 30 M,Cook Quinoa and mix with chopped Raw Banana. Sauté Coriander Leaves in Olive Oil and add to quinoa. Sprinkle Pumpkin Seeds and Lemon. Serve warm.,Raw banana provides fiber and resistant starch which help lower LDL cholesterol and improve heart health.,7,"Quinoa, Raw Banana, Coriander Leaves, Olive Oil, Pumpkin Seeds, Lemon",1
Quinoa And Raw Banana Bowl (no-Salt-Added),100,4.5,31,Astringent,Total in 30 M,Cook Quinoa and mash steamed Raw Banana. Add Olive Oil and roasted Pumpkin Seeds. Mix well and serve warm.,This no-salt-added bowl helps maintain healthy cholesterol and is gentle on the heart.,6,"Quinoa, Raw Banana, Olive Oil, Pumpkin Seeds",3
Quinoa And Sweet Potato Bowl (no-Salt-Added),210,6,35,Astringent,Total in 30 M,Cook Quinoa and mix with mashed Sweet Potato. Drizzle Olive Oil and sprinkle Pumpkin Seeds. Serve warm.,"Sweet potato is high in fiber, supporting cholesterol reduction and heart health.",6,"Quinoa, Sweet Potato, Olive Oil, Pumpkin Seeds",3
Quinoa And Sweet Potato Bowl (sprouted),200,6,34,"Sour, Spicy",Total in 30 M,Cook Quinoa and mash Sweet Potato. Sauté Ginger and Garlic in Sunflower Oil and add to quinoa. Mix Pumpkin Seeds and serve warm.,"Quinoa and sweet potato enhance fiber and antioxidant content, reducing cholesterol naturally.",7,"Quinoa (Sprouted), Sweet Potato, Ginger, Garlic, Sunflower Oil, Pumpkin Seeds",3
Quinoa And Turnip Bowl (herb-Crunch),230,8,40,Bitter,Total in 30 M,Cook Quinoa and mix with chopped Turnip. Sauté Coriander Leaves in Olive Oil and add to quinoa. Sprinkle Pumpkin Seeds and serve hot.,"Turnip adds a bitter note and fiber, which can help reduce LDL cholesterol.",7,"Quinoa, Turnip, Coriander Leaves, Olive Oil, Pumpkin Seeds",3
Quinoa And Yam Bowl (Lemon-Dressed),180,9,20,Sour,Total in 30 M,Cook Quinoa and mix with mashed Yam. Drizzle Olive Oil and Lemon. Sprinkle roasted Pumpkin Seeds and serve warm.,"Yam adds fiber and antioxidants, which support heart health and cholesterol reduction.",6,"Quinoa, Yam, Olive Oil, Lemon, Pumpkin Seeds",2
Quinoa And Zucchini Bowl (cumin-Roasted),180,9,20,"Bitter, Spicy",Total in 30 M,Cook Quinoa and mix with roasted Zucchini. Sauté Cumin Seeds in Olive Oil and add to quinoa. Mix Pumpkin Seeds and serve warm.,Zucchini and pumpkin seeds provide fiber and plant compounds to improve cholesterol levels.,7,"Quinoa, Zucchini, Cumin Seeds, Olive Oil, Pumpkin Seeds",1
Quinoa And Zucchini Bowl (fermented),150,5,8,Sour,Total in 30 M,Cook fermented Quinoa and mix with roasted Zucchini. Drizzle Olive Oil and Lemon. Add Pumpkin Seeds and serve warm.,"Fermented quinoa enhances digestion and fiber, reducing cholesterol naturally.",6,"Quinoa, Zucchini, Olive Oil, Lemon, Pumpkin Seeds",2
Quinoa And Zucchini Bowl (herbed),120,3,6,Spicy,Total in 30 M,Cook Quinoa and mix with roasted Zucchini. Sauté Garlic in Sunflower Oil and add to quinoa. Sprinkle Pumpkin Seeds and serve warm.,Garlic and pumpkin seeds help improve heart health and lower cholesterol levels.,7,"Quinoa, Zucchini, Garlic, Sunflower Oil, Pumpkin Seeds",1
Quinoa And Zucchini Bowl (Lemon-Dressed),100,3,5,Sour,Total in 30 M,Cook Quinoa and mix with roasted Zucchini. Drizzle Olive Oil and Lemon. Sprinkle Pumpkin Seeds and serve hot.,"Zucchini provides antioxidants and soluble fiber, which aid in cholesterol reduction.",6,"Quinoa, Zucchini, Olive Oil, Lemon, Pumpkin Seeds",1
Quinoa Bowls (curry-Leaf),100,3,5,Spicy,Total in 30 M,Cook Quinoa and sauté Curry Leaves in Olive Oil. Mix in roasted Pumpkin Seeds. Add cooked vegetables of choice and serve warm.,Curry leaves and pumpkin seeds support heart health and help maintain healthy cholesterol.,7,"Quinoa, Curry Leaves, Olive Oil, Pumpkin Seeds, Carrot, Beans, Green Peas, Cauliflower, Potato,Tomato",1
Quinoa Bowls (ginger-Garlic),110,3,6,Spicy,Total in 30 M,Cook Quinoa and sauté Ginger and Garlic in Sunflower Oil. Mix in roasted Pumpkin Seeds and cooked vegetables. Serve hot.,Ginger and garlic enhance flavor while supporting cholesterol control and heart health.,7,"Quinoa, Ginger, Garlic, Sunflower Oil, Pumpkin Seeds, Carrot, Beans, Green Peas, Cauliflower, Potato,Tomato",1
Quinoa Bowls (herb-Crunch),200,6,36,Bitter,Total in 30 M,Cook Quinoa and mix with sautéed vegetables. Add roasted Pumpkin Seeds and Curry Leaves in Olive Oil. Serve warm.,Fiber and antioxidants in this bowl reduce cholesterol and promote heart health.,7,"Quinoa, Pumpkin Seeds, Curry Leaves, Olive Oil, Carrot, Beans, Green Peas, Cauliflower, Potato,Tomato",2
Quinoa Bowls (herbed),200,6,36,Bitter,Total in 30 M,Cook Quinoa and mix with roasted vegetables. Add Olive Oil and roasted Pumpkin Seeds. Serve hot.,Simple herbed quinoa bowl supports cholesterol reduction and cardiovascular health.,6,"Quinoa, Olive Oil, Pumpkin Seeds, Carrot, Beans, Green Peas, Cauliflower, Potato,Tomato",1
Quinoa Bowls (sprouted),200,6,36,"Sour, Spicy",Total in 30 M,Cook Quinoa and mix with roasted vegetables. Sauté Ginger and Garlic in Sunflower Oil and mix. Add Pumpkin Seeds and serve warm.,"Quinoa and pumpkin seeds enhance fiber, supporting heart health and lowering cholesterol.",7,"Quinoa (Sprouted), Ginger, Garlic, Sunflower Oil, Pumpkin Seeds, Carrot, Beans, Green Peas, Cauliflower, Potato,Tomato",1
Quinoa Bowls (turmeric-Ginger),210,5,36,Sour,Total in 30 M,Cook Quinoa and mix with Turmeric and Ginger sautéed vegetables. Add roasted Pumpkin Seeds and serve hot.,Turmeric and ginger provide antioxidants and anti-inflammatory compounds beneficial for cholesterol management.,7,"Quinoa, Turmeric, Ginger, Olive Oil, Pumpkin Seeds, Carrot, Beans, Green Peas, Cauliflower, Potato,Tomato",1
Quinoa Cutlets (seed-Mix),180,8,12,Sour,Total in 30 M,Mix Quinoa with roasted Pumpkin Seeds and selected seeds in Sunflower Oil. Shape into cutlets and bake until golden. Serve warm.,"Seed-mix cutlets are rich in plant protein and healthy fats, lowering LDL cholesterol.",7,"Quinoa, Pumpkin Seeds, Sunflower Oil, Flax Seeds, Sesame Seeds, Chia Seeds",1
Quinoa Dosa Variant (coriander-Mint),180,9,8,Bitter,Total in 30 M,Prepare Quinoa Dosa batter and add chopped Coriander Leaves. Cook on skillet with Olive Oil. Sprinkle roasted Pumpkin Seeds before serving.,"Quinoa dosa is high in fiber, supporting cholesterol reduction and heart health.",6,"Quinoa, Coriander Leaves, Olive Oil, Pumpkin Seeds",1
Quinoa Dosa Variant (cumin-Roasted),220,7,35,"Bitter, Astringent",Total in 30 M,Prepare Quinoa Dosa batter and add Cumin Seeds. Cook on skillet with Sunflower Oil. Sprinkle Pumpkin Seeds and serve hot.,Quinoa dosa with cumin seeds helps reduce cholesterol and promote digestive health.,6,"Quinoa, Cumin Seeds, Sunflower Oil, Pumpkin Seeds",1
Quinoa Dosa Variant (fermented),120,4,6,Sour,Total in 30 M,Prepare fermented Quinoa Dosa batter. Cook on skillet with Olive Oil. Add roasted Pumpkin Seeds and serve warm.,"Fermented quinoa increases probiotics, supporting cholesterol reduction and heart health.",6,"Quinoa , Olive Oil, Pumpkin Seeds",1
Quinoa Dosa Variant (seed-Mix),160,6,12,Bitter,Total in 30 M,Prepare Quinoa Dosa batter and mix roasted seeds. Cook on skillet with Sunflower Oil. Serve hot.,"Seed-mix dosa is rich in fiber and healthy fats, improving cholesterol and cardiovascular health.",7,"Quinoa, Pumpkin Seeds, Flax Seeds, Sunflower Oil, Sesame Seeds",1–2
Quinoa Dumpling (steamed) (fenugreek-Seasoned),180,7,8,Bitter,Total in 30 M,Steam Quinoa Dumplings with roasted Fenugreek Seeds. Drizzle Olive Oil before serving.,Fenugreek seeds support cholesterol reduction while quinoa adds fiber and protein.,7,"Quinoa, Fenugreek Seeds, Olive Oil",1–2
Quinoa Dumpling (steamed) (seed-Mix),90,3,6,Bitter,Total in 30 M,Steam Quinoa Dumplings and mix with roasted seeds. Drizzle Sunflower Oil before serving.,Seed-mix dumplings support heart health and cholesterol reduction.,7,"Quinoa, Pumpkin Seeds, Flax Seeds, Sunflower Oil, Sesame Seeds",2
Quinoa Idli Variant (fenugreek-Seasoned),90,3,5,Bitter,Total in 30 M,"Steam Quinoa Idli with roasted Fenugreek Seeds,rice. Serve warm with Olive Oil drizzle.",Fenugreek seeds and quinoa provide fiber and plant compounds that help reduce LDL cholesterol.,7,"Quinoa, Fenugreek Seeds, Olive Oil.Rice",2
Quinoa Idli Variant (fermented),80,3,5,Sour,Total in 30 M,"Steam Quinoa Idli,rice and serve with fermented chutney. Sprinkle Pumpkin Seeds.",Fermented idli supports gut health and reduces cholesterol absorption.,6,"Quinoa, Pumpkin Seeds,Rice",2
